iter	Logloss
0	0.6582208253
1	0.6258257781
2	0.5924074448
3	0.5638450679
4	0.5368305564
5	0.5097680691
6	0.4791369039
7	0.4543980857
8	0.4279645637
9	0.4069805237
10	0.3878939292
11	0.3697495778
12	0.3492963541
13	0.3328633081
14	0.3180054565
15	0.3046564528
16	0.2886771151
17	0.2768291285
18	0.2650457933
19	0.2545013106
20	0.2423266175
21	0.2323338933
22	0.2237928067
23	0.2158986454
24	0.2063781983
25	0.1996386617
26	0.1913409333
27	0.1851973431
28	0.1782083
29	0.1711898609
30	0.1659333691
31	0.1605064441
32	0.1545747134
33	0.1475276445
34	0.141200971
35	0.1368099138
36	0.1312631808
37	0.1255610663
38	0.1224663887
39	0.1178997835
40	0.1146057607
41	0.1108470785
42	0.1080060694
43	0.105668532
44	0.1031851435
45	0.09941220206
46	0.09619091346
47	0.09255491482
48	0.09099788641
49	0.08820181991
50	0.08442492412
51	0.08264265791
52	0.08104834962
53	0.07985016541
54	0.07877188792
55	0.0757101423
56	0.07459122023
57	0.07242256861
58	0.07063852062
59	0.06889376335
60	0.06774496093
61	0.06685652601
62	0.0652273769
63	0.06351462358
64	0.06153995594
65	0.05966843746
66	0.05900720458
67	0.05830806175
68	0.05638905846
69	0.05527495391
70	0.05399348291
71	0.05354610026
72	0.05242263884
73	0.0518073626
74	0.05125712127
75	0.05065097957
76	0.04992555869
77	0.04927081306
78	0.04844780185
79	0.04746844601
80	0.04693612292
81	0.04579623586
82	0.0451887622
83	0.04435254906
84	0.04392374841
85	0.04367088647
86	0.04248634296
87	0.04183750502
88	0.04103891347
89	0.03987127984
90	0.03957337161
91	0.03899165713
92	0.03816574468
93	0.03793962385
94	0.03700674945
95	0.03673869983
96	0.0359443981
97	0.03578989721
98	0.03507647516
99	0.03444056181
100	0.03370564692
101	0.03310313237
102	0.03242409415
103	0.03176377943
104	0.03159347548
105	0.03137255977
106	0.03073562864
107	0.03008110072
108	0.0296616545
109	0.02903020425
110	0.02843389103
111	0.02793558546
112	0.02774418073
113	0.02704722154
114	0.02639990331
115	0.02627009378
116	0.02571097545
117	0.02543965133
118	0.02493042569
119	0.02456812445
120	0.02450338786
121	0.02413291142
122	0.02358324247
123	0.02324400596
124	0.02290521361
125	0.02247852272
126	0.02216223677
127	0.02186042514
128	0.02150236655
129	0.02139223257
130	0.02134529618
131	0.02097431528
132	0.02069250084
133	0.02027277728
134	0.02009902548
135	0.01977548048
136	0.0194036103
137	0.01921733423
138	0.01890027353
139	0.01856167197
140	0.01814772522
141	0.01785947791
142	0.01779988712
143	0.01742979179
144	0.01738243184
145	0.01731283094
146	0.01726004417
147	0.01696354456
148	0.01666854258
149	0.0163188616
150	0.01619276572
151	0.01583452301
152	0.0157815201
153	0.01559896023
154	0.0152589626
155	0.01504197701
156	0.01478203166
157	0.01446942297
158	0.01439865089
159	0.0141874083
160	0.01398873491
161	0.01389678704
162	0.01367525347
163	0.01351738573
164	0.01339517431
165	0.01332934743
166	0.01314778284
167	0.01312803514
168	0.01297331295
169	0.01284736346
170	0.01279865005
171	0.0127558252
172	0.01255308604
173	0.01235532559
174	0.01230908954
175	0.01222696783
176	0.01205668223
177	0.01189085361
178	0.01166019494
179	0.01149831368
180	0.01148377216
181	0.01134335993
182	0.0111637052
183	0.01106122213
184	0.01090656639
185	0.01089209587
186	0.01077270476
187	0.01072595213
188	0.01068942118
189	0.01053485758
190	0.01050420174
191	0.01038587012
192	0.01027152519
193	0.01022394076
194	0.01010125907
195	0.01006396166
196	0.009990022292
197	0.009855001749
198	0.009806105092
199	0.009693817793
200	0.009616124729
201	0.009573657515
202	0.009502614326
203	0.009474784674
204	0.009350221618
205	0.009204092091
206	0.009125769345
207	0.009090528737
208	0.009055741418
209	0.008948887497
210	0.008893755846
211	0.008869403205
212	0.008852471357
213	0.008784650821
214	0.008656540382
215	0.00855463829
216	0.008439065179
217	0.008346108026
218	0.008259144228
219	0.008173928636
220	0.008137968862
221	0.008088571341
222	0.007987221529
223	0.007952482305
224	0.007872445076
225	0.00779942926
226	0.007748852914
227	0.007622387835
228	0.007544760867
229	0.007502755468
230	0.007438970117
231	0.007375084658
232	0.00734447863
233	0.00731050342
234	0.007288078366
235	0.007197793536
236	0.007169587986
237	0.007113094695
238	0.007093411409
239	0.007057016183
240	0.006988310112
241	0.006910448317
242	0.006846704275
243	0.006729384822
244	0.006630320223
245	0.00660569186
246	0.006560355811
247	0.006466552146
248	0.006382217615
249	0.006310639026
250	0.006235677018
251	0.00618209205
252	0.006130791289
253	0.006059629368
254	0.006041630421
255	0.006023025382
256	0.006004808938
257	0.005927002645
258	0.005880326565
259	0.005847420088
260	0.00581147754
261	0.005770869555
262	0.005715504075
263	0.005704489943
264	0.005640284082
265	0.005622868776
266	0.005586116432
267	0.005556826935
268	0.005522818074
269	0.005503966719
270	0.005464103765
271	0.005423324621
272	0.005391618927
273	0.005366266489
274	0.00533056428
275	0.00530321428
276	0.005259380816
277	0.00522503819
278	0.005167628119
279	0.005151444966
280	0.005118759544
281	0.005083539227
282	0.005067607664
283	0.00504469342
284	0.005022833928
285	0.004998746682
286	0.004973360039
287	0.004949900688
288	0.00492339733
289	0.004869225432
290	0.004828289263
291	0.004817378509
292	0.004787872088
293	0.004745192684
294	0.00471337851
295	0.004676936333
296	0.004630835658
297	0.0045974682
298	0.004566155332
299	0.004547154568
300	0.004501010096
301	0.004468054703
302	0.00442734634
303	0.004407708874
304	0.004397585957
305	0.004368598974
306	0.004343687545
307	0.004312197806
308	0.00429896003
309	0.004255872434
310	0.004231053988
311	0.004219745758
312	0.004208917441
313	0.004180521352
314	0.004172057024
315	0.004153220817
316	0.004112426452
317	0.00410600318
318	0.004097556956
319	0.004080394395
320	0.004063491691
321	0.004039258435
322	0.004029778345
323	0.004009992059
324	0.003999991181
325	0.003968078953
326	0.003944958397
327	0.0039344642
328	0.003913956745
329	0.003903749112
330	0.00388834464
331	0.003866394163
332	0.003818309121
333	0.003805748401
334	0.003792080338
335	0.003768567696
336	0.003759104797
337	0.003747942908
338	0.003707313451
339	0.003688181002
340	0.00366107105
341	0.003640038444
342	0.003633438473
343	0.003624237251
344	0.003594476881
345	0.003566964824
346	0.003561616724
347	0.003525982666
348	0.003518093031
349	0.00349922926
350	0.003481067006
351	0.003462760406
352	0.003451198761
353	0.003446642422
354	0.003422900648
355	0.003409001478
356	0.003397307475
357	0.00338062446
358	0.003345090159
359	0.003328004623
360	0.003323121116
361	0.003315393942
362	0.003291909846
363	0.00326104156
364	0.003245411936
365	0.003226296817
366	0.00321612487
367	0.003199690691
368	0.003187769757
369	0.003181579375
370	0.003163554201
371	0.003145029631
372	0.003140126807
373	0.003107888539
374	0.003099224821
375	0.003079879479
376	0.003073704042
377	0.003058874127
378	0.003047321062
379	0.003027253267
380	0.003009069995
381	0.002994651123
382	0.002973452046
383	0.00296804637
384	0.002960549475
385	0.002942426195
386	0.002913969781
387	0.002891600079
388	0.00287827321
389	0.002866852485
390	0.00284425509
391	0.002821284069
392	0.002814462621
393	0.00279363797
394	0.002782561699
395	0.0027667786
396	0.002761975942
397	0.002749138954
398	0.002739053179
399	0.002733398819
400	0.002722907918
401	0.002709137697
402	0.002693683394
403	0.002675219493
404	0.00266409281
405	0.002649060793
406	0.002636551858
407	0.00262577647
408	0.002610578869
409	0.002605409896
410	0.002601025061
411	0.002596630153
412	0.002589371997
413	0.002579178532
414	0.002560698914
415	0.002538735262
416	0.002523094288
417	0.002512706827
418	0.002496925963
419	0.002484017921
420	0.00247319553
421	0.002449389596
422	0.002425040552
423	0.002413112338
424	0.002401795419
425	0.002390617904
426	0.002377484546
427	0.002366606994
428	0.002354481387
429	0.002349458213
430	0.002341201627
431	0.0023369662
432	0.002321802782
433	0.002317205575
434	0.002313065878
435	0.002305759007
436	0.002296954849
437	0.002289967955
438	0.002285864345
439	0.002277967521
440	0.002269385199
441	0.002260890572
442	0.002254131326
443	0.002243132792
444	0.00223818368
445	0.002235314625
446	0.002230763019
447	0.002223622498
448	0.002209607069
449	0.002201612437
450	0.002192486825
451	0.002182565543
452	0.002178709927
453	0.002164492646
454	0.002160218249
455	0.002148977843
456	0.002137140632
457	0.002128587129
458	0.002116204847
459	0.002103304094
460	0.00209917603
461	0.00209346815
462	0.002087364749
463	0.002082807638
464	0.002073910835
465	0.002068721775
466	0.002063184522
467	0.002048153441
468	0.002033342332
469	0.002023498083
470	0.002018607577
471	0.002010090259
472	0.001997503512
473	0.001994226059
474	0.001987734517
475	0.001982579413
476	0.001970576087
477	0.001965765604
478	0.001957193403
479	0.001953145189
480	0.001944328547
481	0.001932684142
482	0.001922539159
483	0.001917242107
484	0.001911970392
485	0.001903515886
486	0.001896304252
487	0.001887273959
488	0.00188356073
489	0.001880288274
490	0.001873482907
491	0.001858696825
492	0.001855560898
493	0.00185338644
494	0.00184320658
495	0.001833138627
496	0.001829584298
497	0.00182048657
498	0.001815444314
499	0.001805491271
500	0.00179863964
501	0.001793979183
502	0.001790547368
503	0.001776954776
504	0.001774732593
505	0.001770773686
506	0.001760591932
507	0.001754351583
508	0.001748372537
509	0.001739749517
510	0.001735070887
511	0.001724103103
512	0.00171888103
513	0.001711510182
514	0.001703073147
515	0.001698086311
516	0.001688216923
517	0.001680917399
518	0.001671938656
519	0.001662836357
520	0.001658372198
521	0.001648388181
522	0.001643659103
523	0.001638826331
524	0.001635078752
525	0.001632568083
526	0.001628270089
527	0.00161675461
528	0.001612226216
529	0.001605415592
530	0.001601306098
531	0.001596344528
532	0.001592869897
533	0.001585908483
534	0.001579150366
535	0.001576831014
536	0.001574118319
537	0.00157090852
538	0.001565880893
539	0.001560764257
540	0.001555917505
541	0.001548404343
542	0.001542941892
543	0.001539003077
544	0.001531056484
545	0.001520854958
546	0.001515538803
547	0.001510681037
548	0.001506405759
549	0.001498688748
550	0.001495358595
551	0.001488905328
552	0.001484978611
553	0.001481740446
554	0.001476595734
555	0.00147008147
556	0.001467116912
557	0.001464491752
558	0.001460376139
559	0.001454668948
560	0.001450585645
561	0.001447780952
562	0.001442813352
563	0.001438870346
564	0.001433864372
565	0.001427577696
566	0.00142424897
567	0.001421596782
568	0.00141623788
569	0.001412000572
570	0.001408776269
571	0.00140657377
572	0.001404104894
573	0.001400407172
574	0.001397948677
575	0.001394370785
576	0.001389421636
577	0.001383167895
578	0.001380110473
579	0.00137795721
580	0.001373762993
581	0.001369340125
582	0.001363800683
583	0.001361047522
584	0.001358419329
585	0.001356442837
586	0.001354323523
587	0.001349055834
588	0.001341153584
589	0.001338922852
590	0.001332145429
591	0.001328236813
592	0.00132363139
593	0.001319633152
594	0.001313044387
595	0.001310163607
596	0.001305623076
597	0.001304010823
598	0.001301404049
599	0.001296610281
600	0.001292973296
601	0.001291645816
602	0.001287958371
603	0.001284715881
604	0.001277725812
605	0.00127498467
606	0.001269199013
607	0.001264127375
608	0.001262575588
609	0.001259964042
610	0.00125561732
611	0.001252005185
612	0.001249124855
613	0.001246945199
614	0.001242646516
615	0.001237920544
616	0.00123367823
617	0.001230176417
618	0.001226886475
619	0.001224000726
620	0.001220525796
621	0.001216001647
622	0.001212667896
623	0.001209364484
624	0.001202279261
625	0.001198005951
626	0.001194316771
627	0.001192745729
628	0.001188881575
629	0.001186157601
630	0.001182122815
631	0.001179246832
632	0.001177775689
633	0.001174583767
634	0.001172200928
635	0.001168710825
636	0.001164837641
637	0.001163041206
638	0.001158771698
639	0.001157131459
640	0.001155264688
641	0.001150753967
642	0.001148382081
643	0.001146472149
644	0.001143723539
645	0.001140751862
646	0.00113744115
647	0.001133901727
648	0.001130991759
649	0.00112804159
650	0.001124494772
651	0.001122748479
652	0.001121724619
653	0.001119704755
654	0.001116436757
655	0.001113531369
656	0.001112248493
657	0.001111036898
658	0.001107676554
659	0.001104118391
660	0.001101523865
661	0.001097835758
662	0.001094434934
